Mfr PartNumber,GBWP (kHz),Supply Current (uA),GBWP/uA,min_voltage,max_voltage
OPA4241PAG4,35,27,1.2962962963,2.7,36
OPA4241UAG4,35,27,1.2962962963,2.7,36
OPA4251PAG4,35,27,1.2962962963,2.7,36
OPA4251UAG4,35,27,1.2962962963,2.7,36
LT1635CN8,175,135,1.2962962963,1.2,10
LT1635CS8,175,135,1.2962962963,1.2,10
LT1635CS8#TR,175,135,1.2962962963,1.2,10
LT1635CS8#TRPBF,175,135,1.2962962963,1.2,10
LT1635IN8,175,135,1.2962962963,1.2,10
LT1635IN8#PBF,175,135,1.2962962963,1.2,10
LT1635IS8,175,135,1.2962962963,1.2,10
LT1635IS8#PBF,175,135,1.2962962963,1.2,10
LT1635IS8#TR,175,135,1.2962962963,1.2,10
LT1635IS8#TRPBF,175,135,1.2962962963,1.2,10
TL103WID,900,700,1.2857142857,3,32
TL103WIDR,900,700,1.2857142857,3,32
TSM103WIDT,900,700,1.2857142857,3,32
TSM103WAIDT,900,700,1.2857142857,3,32
TL103WAID,900,700,1.2857142857,3,32
TSM103IDT,900,700,1.2857142857,3,32
TSM103ID,900,700,1.2857142857,3,32
TL103WIDRE4,900,700,1.2857142857,3,32
TL103WIDRG4,900,700,1.2857142857,3,32
TL103WAIDR,900,700,1.2857142857,3,32
TL103WAIDRE4,900,700,1.2857142857,3,32
TL103WAIDRG4,900,700,1.2857142857,3,32
TL103WIDE4,900,700,1.2857142857,3,32
TL103WIDG4,900,700,1.2857142857,3,32
TL103WAIDE4,900,700,1.2857142857,3,32
TL103WAIDG4,900,700,1.2857142857,3,32
TSM103WAID,900,700,1.2857142857,3,32
TSM103WID,900,700,1.2857142857,3,32
TSM103AID,900,700,1.2857142857,3,32
TSM103AIDT,900,700,1.2857142857,3,32
OPA234EA/250,350,275,1.2727272727,2.7,36
OPA234E/250,350,275,1.2727272727,2.7,36
OPA234UA,350,275,1.2727272727,2.7,36
OPA234U,350,275,1.2727272727,2.7,36
OPA2234UA,350,275,1.2727272727,2.7,36
OPA2234U/2K5,350,275,1.2727272727,2.7,36
OPA4234U,350,275,1.2727272727,2.7,36
OPA4234U/2K5,350,275,1.2727272727,2.7,36
OPA4234UA,350,275,1.2727272727,2.7,36
OPA234EA/2K5,350,275,1.2727272727,2.7,36
OPA234UA/2K5,350,275,1.2727272727,2.7,36
OPA234EA/2K5G4,350,275,1.2727272727,2.7,36
OPA234E/2K5,350,275,1.2727272727,2.7,36
OPA234U/2K5,350,275,1.2727272727,2.7,36
OPA234E/2K5G4,350,275,1.2727272727,2.7,36
OPA234U/2K5E4,350,275,1.2727272727,2.7,36
OPA234EA/250G4,350,275,1.2727272727,2.7,36
OPA2234UA/2K5,350,275,1.2727272727,2.7,36
OPA2234UA/2K5G4,350,275,1.2727272727,2.7,36
OPA234E/250G4,350,275,1.2727272727,2.7,36
OPA2234U/2K5G4,350,275,1.2727272727,2.7,36
OPA234UG4,350,275,1.2727272727,2.7,36
OPA4234UA/2K5,350,275,1.2727272727,2.7,36
OPA4234UA/2K5G4,350,275,1.2727272727,2.7,36
OPA2234UAG4,350,275,1.2727272727,2.7,36
OPA4234U/2K5G4,350,275,1.2727272727,2.7,36
OPA2234UG4,350,275,1.2727272727,2.7,36
OPA2234U,350,275,1.2727272727,2.7,36
OPA4234UAG4,350,275,1.2727272727,2.7,36
OPA4234UG4,350,275,1.2727272727,2.7,36
OPA234UA/2K5G4,350,275,1.2727272727,2.7,36
OPA234UAG4,350,275,1.2727272727,2.7,36
OPA234UE4,350,275,1.2727272727,2.7,36
MCP6N11T-002E/MNY,1000,800,1.25,1.8,5.5
TLV2334IN,525,420,1.25,2,8
TLV2334IPWR,525,420,1.25,2,8
MCP6N11-002E/SN,1000,800,1.25,1.8,5.5
MCP6N11T-002E/SN,1000,800,1.25,1.8,5.5
TLV2334IPWRG4,525,420,1.25,2,8
TLV2334INE4,525,420,1.25,2,8
ISL28488FVZ-T7,300,240,1.25,2.4,5.5
ISL28488FVZ,300,240,1.25,2.4,5.5
TLV2334ID,525,420,1.25,2,8
TLV2334IDG4,525,420,1.25,2,8
ISL28478FAZ-T7,300,240,1.25,2.4,5.5
ISL28488FAZ-T7,300,240,1.25,2.4,5.5
ISL28478FAZ,300,240,1.25,2.4,5.5
ISL28488FAZ,300,240,1.25,2.4,5.5
TLV2342ID,1700,1400,1.2142857143,2,8
TLV2342IP,1700,1400,1.2142857143,2,8
TLV2342IDR,1700,1400,1.2142857143,2,8
TLV2342IDRG4,1700,1400,1.2142857143,2,8
TLV2342IPE4,1700,1400,1.2142857143,2,8
TLV2342IPW,1700,1400,1.2142857143,2,8
TLV2342IPWG4,1700,1400,1.2142857143,2,8
TLV2342IDG4,1700,1400,1.2142857143,2,8
NJM2125F-TE1,1200,1000,1.2,2.7,20
LMC8101MM/NOPB,1300,1100,1.1818181818,2.7,10
LMC8101TP/NOPB,1300,1100,1.1818181818,2.7,10
LMC8101MMX/NOPB,1300,1100,1.1818181818,2.7,10
LMC8101TPX/NOPB,1300,1100,1.1818181818,2.7,10
LMC8101BP,1300,1100,1.1818181818,2.7,10
LMC8101BPX/NOPB,1300,1100,1.1818181818,2.7,10
LP324PWR,100,85,1.1764705882,3,32
LP324NE4,100,85,1.1764705882,3,32
LP324N,100,85,1.1764705882,3,32
LP324D,100,85,1.1764705882,3,32
LT1881ACS8#PBF,1000,850,1.1764705882,2.7,36
LT1881AIS8#PBF,1000,850,1.1764705882,2.7,36
LT1882CS#PBF,1000,850,1.1764705882,2.7,36
LP324DR,100,85,1.1764705882,3,32
LP2902DR,100,85,1.1764705882,3,32
LP2902PWR,100,85,1.1764705882,3,32
LP2904DR,100,85,1.1764705882,3,32
LP324MX/NOPB,100,85,1.1764705882,3,32
LP324M,100,85,1.1764705882,3,32
LP324MT,100,85,1.1764705882,3,32
LP324MT/NOPB,100,85,1.1764705882,3,32
LP2902M,100,85,1.1764705882,3,26
LP2902N,100,85,1.1764705882,3,32
LP2902D,100,85,1.1764705882,3,32
LP2904D,100,85,1.1764705882,3,32
LP358DR,100,85,1.1764705882,3,32
LP324M/NOPB,100,85,1.1764705882,3,32
LP324N/NOPB,100,85,1.1764705882,3,32
LP2902M/NOPB,100,85,1.1764705882,3,26
LP2902N/NOPB,100,85,1.1764705882,3,26
LP324DRE4,100,85,1.1764705882,3,32
LP324PWRE4,100,85,1.1764705882,3,32
LP358DRE4,100,85,1.1764705882,3,32
LP324DRG4,100,85,1.1764705882,3,32
LP324PWRG4,100,85,1.1764705882,3,32
LP358DRG4,100,85,1.1764705882,3,32
LP324DE4,100,85,1.1764705882,3,32
LP324PW,100,85,1.1764705882,3,32
LP324PWE4,100,85,1.1764705882,3,32
LP324DG4,100,85,1.1764705882,3,32
LP324PWG4,100,85,1.1764705882,3,32
LP358D,100,85,1.1764705882,3,32
LP358DE4,100,85,1.1764705882,3,32
LP358DG4,100,85,1.1764705882,3,32
LP2902DRE4,100,85,1.1764705882,3,32
LP2902PWRE4,100,85,1.1764705882,3,32
LP2902DRG4,100,85,1.1764705882,3,32
LP2902PWRG4,100,85,1.1764705882,3,32
LP2902NE4,100,85,1.1764705882,3,32
LP2902DE4,100,85,1.1764705882,3,32
LP2902PW,100,85,1.1764705882,3,32
LP2902PWE4,100,85,1.1764705882,3,32
LP2902DG4,100,85,1.1764705882,3,32
LP2902PWG4,100,85,1.1764705882,3,32
LP2904DRG4,100,85,1.1764705882,3,32
LP2904DE4,100,85,1.1764705882,3,32
LP2904DG4,100,85,1.1764705882,3,32
LT1881CS8#PBF,1000,850,1.1764705882,2.7,36
LT1881CN8#PBF,1000,850,1.1764705882,2.7,36
LT1881CN8,1000,850,1.1764705882,2.7,36
LT1881CS8,1000,850,1.1764705882,2.7,36
LT1881CS8#TR,1000,850,1.1764705882,2.7,36
LT1881CS8#TRPBF,1000,850,1.1764705882,2.7,36
LT1881IS8,1000,850,1.1764705882,2.7,36
LT1881IN8,1000,850,1.1764705882,2.7,36
LT1881IS8#PBF,1000,850,1.1764705882,2.7,36
LT1881IS8#TR,1000,850,1.1764705882,2.7,36
LT1881IS8#TRPBF,1000,850,1.1764705882,2.7,36
LT1881ACS8,1000,850,1.1764705882,2.7,36
LT1881ACN8,1000,850,1.1764705882,2.7,36
LT1881ACN8#PBF,1000,850,1.1764705882,2.7,36
LT1881ACS8#TR,1000,850,1.1764705882,2.7,36
LT1881ACS8#TRPBF,1000,850,1.1764705882,2.7,36
LT1881AIN8,1000,850,1.1764705882,2.7,36
LT1881AIS8,1000,850,1.1764705882,2.7,36
LT1881AIS8#TRPBF,1000,850,1.1764705882,2.7,36
LT1881AIS8#TR,1000,850,1.1764705882,2.7,36
LT1882CS,1000,850,1.1764705882,2.7,36
LT1882CS#TR,1000,850,1.1764705882,2.7,36
LT1882CS#TRPBF,1000,850,1.1764705882,2.7,36
LT1882IS,1000,850,1.1764705882,2.7,36
LT1882IS#PBF,1000,850,1.1764705882,2.7,36
LT1882IS#TR,1000,850,1.1764705882,2.7,36
LT1882IS#TRPBF,1000,850,1.1764705882,2.7,36
LT1882HS#PBF,1000,850,1.1764705882,2.7,36
LT1882HS#TRPBF,1000,850,1.1764705882,2.7,36
LT1882MPS#TRPBF,1000,850,1.1764705882,2.7,36
LT1882MPS#PBF,1000,850,1.1764705882,2.7,36
LP324MTX/NOPB,100,85,1.1764705882,3,32
LP2902MX,100,85,1.1764705882,3,26
LP2902MX/NOPB,100,85,1.1764705882,3,26
LT1881AIN8#PBF,1000,850,1.1764705882,2.7,36
LT1881IN8#PBF,1000,850,1.1764705882,2.7,36
OPA2241PA,35,30,1.1666666667,2.7,36
OPA2241UA,35,30,1.1666666667,2.7,36
OP293FSZ-REEL7,35,30,1.1666666667,1.7,36
OP193FSZ,35,30,1.1666666667,1.7,36
OP293FSZ,35,30,1.1666666667,1.7,36
OP293ESZ,35,30,1.1666666667,1.7,36
OPA2241UA/2K5,35,30,1.1666666667,2.7,36
OPA2241UA/2K5G4,35,30,1.1666666667,2.7,36
OPA2241UAG4,35,30,1.1666666667,2.7,36
OPA2241PAG4,35,30,1.1666666667,2.7,36
OP193FSZ-REEL,35,30,1.1666666667,1.7,36
OP193FSZ-REEL7,35,30,1.1666666667,1.7,36
OP193FS-REEL,35,30,1.1666666667,1.7,36
OP293FSZ-REEL,35,30,1.1666666667,1.7,36
OP293FS-REEL,35,30,1.1666666667,1.7,36
OP293FS-REEL7,35,30,1.1666666667,1.7,36
OP293FS,35,30,1.1666666667,1.7,36
OP293ESZ-REEL,35,30,1.1666666667,1.7,36
OP293ESZ-REEL7,35,30,1.1666666667,1.7,36
OP293ES-REEL,35,30,1.1666666667,1.7,36
OP293ES,35,30,1.1666666667,1.7,36
TLC272CPSR,2200,1900,1.1578947368,3,16
TLC272ACDR,2200,1900,1.1578947368,3,16
TLC272BCDR,2200,1900,1.1578947368,3,16
TLC272CP,2200,1900,1.1578947368,3,16
TLC272CPW,2200,1900,1.1578947368,3,16
TLC272CD,2200,1900,1.1578947368,3,16
TLC277CDR,2200,1900,1.1578947368,3,16
TLC272ACD,2200,1900,1.1578947368,3,16
TLC252ACD,2200,1900,1.1578947368,1.4,16
TLC252BCP,2200,1900,1.1578947368,1.4,16
TLC252CD,2200,1900,1.1578947368,1.4,16
TLC252BCD,2200,1900,1.1578947368,1.4,16
TLC252CPWR,2200,1900,1.1578947368,1.4,16
TLC272ACP,2200,1900,1.1578947368,3,16
TLC272BCP,2200,1900,1.1578947368,3,16
TLC277CP,2200,1900,1.1578947368,3,16
TLC252CP,2200,1900,1.1578947368,1.4,16
TLC272CDR,2200,1900,1.1578947368,3,16
TLC272CPWR,2200,1900,1.1578947368,3,16
TLC272CDRG4,2200,1900,1.1578947368,3,16
TLC272CPSRG4,2200,1900,1.1578947368,3,16
TLC272CPWRG4,2200,1900,1.1578947368,3,16
TLC272CPE4,2200,1900,1.1578947368,3,16
TLC272ACDRG4,2200,1900,1.1578947368,3,16
TLC272BCDRG4,2200,1900,1.1578947368,3,16
TLC272CDG4,2200,1900,1.1578947368,3,16
TLC272CPWG4,2200,1900,1.1578947368,3,16
TLC272ACDG4,2200,1900,1.1578947368,3,16
TLC272ACPE4,2200,1900,1.1578947368,3,16
TLC272CPS,2200,1900,1.1578947368,3,16
TLC272CPSG4,2200,1900,1.1578947368,3,16
TLC272BCPS,2200,1900,1.1578947368,3,16
TLC272BCPSG4,2200,1900,1.1578947368,3,16
TLC272BCPE4,2200,1900,1.1578947368,3,16
TLC272BCDG4,2200,1900,1.1578947368,3,16
TLC277CDRG4,2200,1900,1.1578947368,3,16
TLC277CPSR,2200,1900,1.1578947368,3,16
TLC277CPSRG4,2200,1900,1.1578947368,3,16
TLC272BCD,2200,1900,1.1578947368,3,16
TLC277CPE4,2200,1900,1.1578947368,3,16
TLC277CDG4,2200,1900,1.1578947368,3,16
TLC252CDR,2200,1900,1.1578947368,1.4,16
TLC252CDRG4,2200,1900,1.1578947368,1.4,16
TLC252CPWRG4,2200,1900,1.1578947368,1.4,16
TLC277CPS,2200,1900,1.1578947368,3,16
TLC277CPSG4,2200,1900,1.1578947368,3,16
TLC277CD,2200,1900,1.1578947368,3,16
TLC252CPS,2200,1900,1.1578947368,1.4,16
TLC252CPSG4,2200,1900,1.1578947368,1.4,16
TLC252CPE4,2200,1900,1.1578947368,1.4,16
TLC252ACDG4,2200,1900,1.1578947368,1.4,16
TLC252BCPE4,2200,1900,1.1578947368,1.4,16
TLC252BCDG4,2200,1900,1.1578947368,1.4,16
TLC252CDG4,2200,1900,1.1578947368,1.4,16
TLC252BCDR,2200,1900,1.1578947368,1.4,16
TLC252BCDRG4,2200,1900,1.1578947368,1.4,16
TLC272ACPS,2200,1900,1.1578947368,3,16
TLC272ACPSG4,2200,1900,1.1578947368,3,16
LMC6482IMM/NOPB,1500,1300,1.1538461538,3,15.5
LMC6492BEMX/NOPB,1500,1300,1.1538461538,2.5,15.5
LMC6482IM/NOPB,1500,1300,1.1538461538,3,15.5
LMC6482IN/NOPB,1500,1300,1.1538461538,3,15.5
LMC6482IMMX/NOPB,1500,1300,1.1538461538,3,15.5
LMC6482IMX/NOPB,1500,1300,1.1538461538,3,15.5
LMC6482AIM/NOPB,1500,1300,1.1538461538,3,15.5
LMC6482AIMX/NOPB,1500,1300,1.1538461538,3,15.5
LMC6482AIN/NOPB,1500,1300,1.1538461538,3,15.5
LMC6492AEM/NOPB,1500,1300,1.1538461538,2.5,15.5
LMC6482IMMX/NOPB,1500,1300,1.1538461538,3,15.5
LMC6482IMX/NOPB,1500,1300,1.1538461538,3,15.5
LMC6482AIMX/NOPB,1500,1300,1.1538461538,3,15.5
LMC6492AEMX/NOPB,1500,1300,1.1538461538,2.5,15.5
LMC6492BEM/NOPB,1500,1300,1.1538461538,2.5,15.5
TLC27M4CDR,635,570,1.1140350877,3,16
TLC27M9ID,635,570,1.1140350877,3,16
TLC25M4CN,635,570,1.1140350877,1.4,16
TLC25M4CD,635,570,1.1140350877,1.4,16
TLC25M4BCN,635,570,1.1140350877,1.4,16
TLC27M4CPWR,635,570,1.1140350877,3,16
TLC27M4CN,635,570,1.1140350877,3,16
TLC27M4ACN,635,570,1.1140350877,3,16
TLC27M4ACD,635,570,1.1140350877,3,16
TLC27M4CD,635,570,1.1140350877,3,16
TLC27M4BCN,635,570,1.1140350877,3,16
TLC27M4BCD,635,570,1.1140350877,3,16
TLC27M9CN,635,570,1.1140350877,3,16
TLC27M9IN,635,570,1.1140350877,3,16
TLC27M9CD,635,570,1.1140350877,3,16
TLC27M4ACDR,635,570,1.1140350877,3,16
TLC27M4ACDRG4,635,570,1.1140350877,3,16
TLC27M4CDRG4,635,570,1.1140350877,3,16
TLC27M4CNSR,635,570,1.1140350877,3,16
TLC27M4CNSRG4,635,570,1.1140350877,3,16
TLC27M4CPWRG4,635,570,1.1140350877,3,16
TLC27M4ACDG4,635,570,1.1140350877,3,16
TLC27M4CDG4,635,570,1.1140350877,3,16
TLC27M4BCDR,635,570,1.1140350877,3,16
TLC27M4BCDRG4,635,570,1.1140350877,3,16
TLC27M4CPW,635,570,1.1140350877,3,16
TLC27M4CPWG4,635,570,1.1140350877,3,16
TLC27M4ACNE4,635,570,1.1140350877,3,16
TLC27M4CNE4,635,570,1.1140350877,3,16
TLC27M4CNS,635,570,1.1140350877,3,16
TLC27M4CNSG4,635,570,1.1140350877,3,16
TLC27M4BCNE4,635,570,1.1140350877,3,16
TLC27M4BCDG4,635,570,1.1140350877,3,16
TLC27M9CDR,635,570,1.1140350877,3,16
TLC27M9CDRG4,635,570,1.1140350877,3,16
TLC27M9IDR,635,570,1.1140350877,3,16
TLC27M9IDRG4,635,570,1.1140350877,3,16
TLC27M9INE4,635,570,1.1140350877,3,16
TLC27M9CNE4,635,570,1.1140350877,3,16
TLC27M9CDG4,635,570,1.1140350877,3,16
TLC27M9IDG4,635,570,1.1140350877,3,16
TLC25M4CDG4,635,570,1.1140350877,1.4,16
TLC25M4BCNE4,635,570,1.1140350877,1.4,16
TLC25M4CNE4,635,570,1.1140350877,1.4,16
TLC25M4ACD,635,570,1.1140350877,1.4,16
TLC25M4CDR,635,570,1.1140350877,1.4,16
TLC25M4CDRG4,635,570,1.1140350877,1.4,16
AD8557ACPZ-REEL7,2000,1800,1.1111111111,2.7,5.5
AD8557ARZ,2000,1800,1.1111111111,2.7,5.5
AD8557ACPZ-REEL,2000,1800,1.1111111111,2.7,5.5
AD8557ARZ-REEL,2000,1800,1.1111111111,2.7,5.5
AD8557ARZ-REEL7,2000,1800,1.1111111111,2.7,5.5
AD8557ACPZ-R2,2000,1800,1.1111111111,2.7,5.5
CA3420EZ,500,450,1.1111111111,2,20
CA5420AMZ96,500,450,1.1111111111,2,20
CA5420AMZ,500,450,1.1111111111,2,20
CA3420E,500,450,1.1111111111,2,20
CA5420AM,500,450,1.1111111111,2,20
LM2904WDT,1100,1000,1.1,3,32
NCS2002SN1T1G,900,820,1.0975609756,0.9,7
NCS2002SN2T1G,900,820,1.0975609756,0.9,7
NCV2002SN1T1G,900,820,1.0975609756,0.9,7
NCV2002SN2T1G,900,820,1.0975609756,0.9,7
NCS2002SN1T1,900,820,1.0975609756,0.9,7
NCS2002SN2T1,900,820,1.0975609756,0.9,7
NCV2002SN1T1,900,820,1.0975609756,0.9,7
NCV2002SN2T1,900,820,1.0975609756,0.9,7
LT1366CN8#PBF,400,370,1.0810810811,1.8,30
LT1366CS8#PBF,400,370,1.0810810811,1.8,30
LT1366CN8,400,370,1.0810810811,1.8,30
LT1366CS8,400,370,1.0810810811,1.8,30
LT1366CS8#TR,400,370,1.0810810811,1.8,30
LT1366CS8#TRPBF,400,370,1.0810810811,1.8,30
LT1367CS,400,370,1.0810810811,1.8,30
LT1367CS#TR,400,370,1.0810810811,1.8,30
LT1367CS#TRPBF,400,370,1.0810810811,1.8,30
LT1367CS#PBF,400,370,1.0810810811,1.8,30
LMC6036IM/NOPB,1400,1300,1.0769230769,2,15.5
LMC6036IMX/NOPB,1400,1300,1.0769230769,2,15.5
LMC6036IMTX/NOPB,1400,1300,1.0769230769,2,15.5
LMC6036IMT/NOPB,1400,1300,1.0769230769,2,15.5
AP358SG-13,1000,1000,1,3,32
MIC7111YM5 TR,25,25,1,1.8,11
NJM13404D,2000,2000,1,2,14
BA3472FVM-TR,4000,4000,1,3,36
BA3472F-E2,4000,4000,1,3,36
BA3472FV-E2,4000,4000,1,3,36
AD8555ACPZ-REEL7,2000,2000,1,2.7,5.5
AD8555ARZ,2000,2000,1,2.7,5.5
LM358MX/NOPB,1000,1000,1,3,32
LM358AMX/NOPB,1000,1000,1,3,32
LM358M/NOPB,1000,1000,1,3,32
LM2904M/NOPB,1000,1000,1,3,26
LM2904MX/NOPB,1000,1000,1,3,26
LM358N/NOPB,1000,1000,1,3,32
LM2904N/NOPB,1000,1000,1,3,26
LMC6462BIM/NOPB,50,50,1,3,15.5
LMC6462AIM/NOPB,50,50,1,3,15.5
LMC6462AIMX/NOPB,50,50,1,3,15.5
LMC6462AIN/NOPB,50,50,1,3,15.5
LM158H/NOPB,1000,1000,1,3,32
LM358H/NOPB,1000,1000,1,3,32
LM258H/NOPB,1000,1000,1,3,32
LM158AH/NOPB,1000,1000,1,3,32
AP358NL-U,1000,1000,1,3,32
MAX4206ETE+,5000,5000,1,2.7,11
NJM13404M,2000,2000,1,2,14
LM358TP/NOPB,1000,1000,1,3,32
LM358AM/NOPB,1000,1000,1,3,32
LM358AN/NOPB,1000,1000,1,3,32
LMC6462BIN/NOPB,50,50,1,3,15.5
NJM13404D#,2000,2000,1,2,14
NJM13404M#,2000,2000,1,2,14
AP358SG-U,1000,1000,1,3,32
AD8555ACPZ-REEL,2000,2000,1,2.7,5.5
AD8555ARZ-REEL,2000,2000,1,2.7,5.5
AD8555ARZ-REEL7,2000,2000,1,2.7,5.5
AD8555ACPZ-R2,2000,2000,1,2.7,5.5
LM2904ITPX/NOPB,1000,1000,1,3,26
LM358TPX/NOPB,1000,1000,1,3,32
LM2904ITP/NOPB,1000,1000,1,3,26
LMC6462BIMX/NOPB,50,50,1,3,15.5
LMC6462AIMX/NOPB,50,50,1,3,15.5
LMC6462BIMX/NOPB,50,50,1,3,15.5
MAX4206ETE+T,5000,5000,1,2.7,11
MAX4207ETE+T,5000,5000,1,2.7,11
MAX4207ETE+,5000,5000,1,2.7,11
MIC7111BM5 TR,25,25,1,1.8,11
LM358BP,1000,1000,1,3,32
LM358BPX,1000,1000,1,3,32
MAX4289ESA+,17,18,0.9444444444,1,5.5
MAX4289EUT+T,17,18,0.9444444444,1,5.5
MAX4289ESA+T,17,18,0.9444444444,1,5.5
TLV2264IDR,710,800,0.8875,2.7,8
TLV2264IN,710,800,0.8875,2.7,8
TLV2264AIN,710,800,0.8875,2.7,8
TLV2264QD,710,800,0.8875,2.7,8
TLV2264AID,710,800,0.8875,2.7,8
TLV2264IPWR,710,800,0.8875,2.7,8
TLV2264AIPWR,710,800,0.8875,2.7,8
TLV2264AQPWRQ1,710,800,0.8875,2.7,8
TLV2264IDRG4,710,800,0.8875,2.7,8
TLV2264IPWRG4,710,800,0.8875,2.7,8
TLV2264AIDR,710,800,0.8875,2.7,8
TLV2264AIDRG4,710,800,0.8875,2.7,8
TLV2264AIPWRG4,710,800,0.8875,2.7,8
TLV2264QDR,710,800,0.8875,2.7,8
TLV2264QDRG4,710,800,0.8875,2.7,8
TLV2264AQDR,710,800,0.8875,2.7,8
TLV2264AQDRG4,710,800,0.8875,2.7,8
TLV2264QDG4,710,800,0.8875,2.7,8
TLV2264AQD,710,800,0.8875,2.7,8
TLV2264AQDG4,710,800,0.8875,2.7,8
TLV2264INE4,710,800,0.8875,2.7,8
TLV2264AIPW,710,800,0.8875,2.7,8
TLV2264AIPWG4,710,800,0.8875,2.7,8
TLV2264AINE4,710,800,0.8875,2.7,8
TLV2264ID,710,800,0.8875,2.7,8
TLV2264IDG4,710,800,0.8875,2.7,8
TLV2264AIDG4,710,800,0.8875,2.7,8
NCS7101SN2T1G,1000,1130,0.8849557522,1.8,10
NCS7101SN1T1G,1000,1130,0.8849557522,1.8,10
NCS7101SN1T1,1000,1130,0.8849557522,1.8,10
NCS7101SN2T1,1000,1130,0.8849557522,1.8,10
LM2902DT,1300,1500,0.8666666667,3,30
LM324QT,1300,1500,0.8666666667,3,30
LM324APT,1300,1500,0.8666666667,3,30
LM324ADT,1300,1500,0.8666666667,3,30
LM324DT,1300,1500,0.8666666667,3,30
LM2902PT,1300,1500,0.8666666667,3,30
LM324PT,1300,1500,0.8666666667,3,30
LM224ADT,1300,1500,0.8666666667,3,30
LM2902AWYDT,1300,1500,0.8666666667,3,30
LM2902WYPT,1300,1500,0.8666666667,3,30
LM2902AWYPT,1300,1500,0.8666666667,3,30
LM2902WYDT,1300,1500,0.8666666667,3,30
LM224PT,1300,1500,0.8666666667,3,30
LM2902YPT,1300,1500,0.8666666667,3,30
LM224APT,1300,1500,0.8666666667,3,30
LM2902YDT,1300,1500,0.8666666667,3,30
LM224N,1300,1500,0.8666666667,3,30
LM324AN,1300,1500,0.8666666667,3,30
LM324N,1300,1500,0.8666666667,3,30
LM2902N,1300,1500,0.8666666667,3,30
LM2902Q4T,1300,1500,0.8666666667,3,30
LM224AN,1300,1500,0.8666666667,3,30
LM124N,1300,1500,0.8666666667,3,30
LM124D,1300,1500,0.8666666667,3,30
LM224DT,1300,1500,0.8666666667,3,30
LM324DT,1300,1500,0.8666666667,3,32
LM224QT,1300,1500,0.8666666667,3,30
LM2902WDT,1300,1500,0.8666666667,3,30
LM324D,1300,1500,0.8666666667,3,30
LM2902D,1300,1500,0.8666666667,3,30
LM224D,1300,1500,0.8666666667,3,30
LM324AD,1300,1500,0.8666666667,3,30
LM124DT,1300,1500,0.8666666667,3,30
LM224AD,1300,1500,0.8666666667,3,30
LM2902HD,1300,1500,0.8666666667,3,30
LM2902HDT,1300,1500,0.8666666667,3,30
LM324ADR,1200,1400,0.8571428571,3,32
LM324PWR,1200,1400,0.8571428571,3,32
LM324PWRG4,1200,1400,0.8571428571,3,32
LM324DR,1200,1400,0.8571428571,3,32
LM324DRG3,1200,1400,0.8571428571,3,32
LM224DR,1200,1400,0.8571428571,3,32
LM2902DR,1200,1400,0.8571428571,3,26
LM324APWR,1200,1400,0.8571428571,3,32
LM2902PWR,1200,1400,0.8571428571,3,26
LM224ADRG4,1200,1400,0.8571428571,3,32
LM224ADR,1200,1400,0.8571428571,3,32
LM324NSR,1200,1400,0.8571428571,3,32
LM324ANSR,1200,1400,0.8571428571,3,32
LM224KADR,1200,1400,0.8571428571,3,32
LM324KDR,1200,1400,0.8571428571,3,32
LM324KADR,1200,1400,0.8571428571,3,32
LM2902KAVQPWRG4,1200,1400,0.8571428571,3,32
LM2902KAVQDR,1200,1400,0.8571428571,3,32
LM124DRG4,1200,1400,0.8571428571,3,32
LM324D,1200,1400,0.8571428571,3,32
LM324PW,1200,1400,0.8571428571,3,32
LM324AD,1200,1400,0.8571428571,3,32
LM224N,1200,1400,0.8571428571,3,32
LM224AD,1200,1400,0.8571428571,3,32
LM224D,1200,1400,0.8571428571,3,32
LM2902D,1200,1400,0.8571428571,3,26
LM2902PW,1200,1400,0.8571428571,3,26
LM2902N,1200,1400,0.8571428571,3,26
LM324N,1200,1400,0.8571428571,3,32
LM324AN,1200,1400,0.8571428571,3,32
LM324NE3,1200,1400,0.8571428571,3,32
LM2902KPW,1200,1400,0.8571428571,3,26
LM2902KVQDRG4,1200,1400,0.8571428571,3,32
LM324KPW,1200,1400,0.8571428571,3,32
LM324KAPW,1200,1400,0.8571428571,3,32
LM324KAD,1200,1400,0.8571428571,3,32
LM124D,1200,1400,0.8571428571,3,32
NJM2143R-TE1,600,700,0.8571428571,3,20
LM324ADBR,1200,1400,0.8571428571,3,32
LM324KPWR,1200,1400,0.8571428571,3,32
LM2902QDRG4Q1,1200,1400,0.8571428571,3,26
LM2902KAVQDRG4,1200,1400,0.8571428571,3,32
LM2902KNSR,1200,1400,0.8571428571,3,26
LM324KAPWR,1200,1400,0.8571428571,3,32
LM224KDR,1200,1400,0.8571428571,3,32
LM324KANSR,1200,1400,0.8571428571,3,32
LM2902KVQDRQ1,1200,1400,0.8571428571,3,32
LM2902KAVQDRQ1,1200,1400,0.8571428571,3,32
LM124DR,1200,1400,0.8571428571,3,32
LM2902KAVQPWREP,1200,1400,0.8571428571,3,32
LM2902KAVMPWREP,1200,1400,0.8571428571,3,32
LM2902KN,1200,1400,0.8571428571,3,26
LM224AN,1200,1400,0.8571428571,3,32
LM224KAN,1200,1400,0.8571428571,3,32
LM124DG4,1200,1400,0.8571428571,3,32
LM324KN,1200,1400,0.8571428571,3,32
