Mfr PartNumber,GBWP (kHz),Supply Current (uA),GBWP/uA,min_voltage,max_voltage
S-89120ANC-1A2-TFG,35,10,4000,1.8,5.5
S-89110ANC-1A1-TFG,175,50,3600,1.8,5.5
THS4303RGTT,18000000,34000,529.4117647059,3,5
THS4303RGTTG4,18000000,34000,529.4117647059,3,5
THS4303RGTR,18000000,34000,529.4117647059,3,5
THS4303RGTRG4,18000000,34000,529.4117647059,3,5
LT6230CS6-10#TRMPBF,1450000,3300,439.3939393939,3,12.6
LT6230CS6-10#TR,1450000,3300,439.3939393939,3,12.6
LT6230CS6-10#TRM,1450000,3300,439.3939393939,3,12.6
LT6230CS6-10#TRPBF,1450000,3300,439.3939393939,3,12.6
LT6230IS6-10#TRM,1450000,3300,439.3939393939,3,12.6
LT6230IS6-10#TRMPBF,1450000,3300,439.3939393939,3,12.6
LT6230IS6-10#TR,1450000,3300,439.3939393939,3,12.6
LT6230IS6-10#TRPBF,1450000,3300,439.3939393939,3,12.6
LT6233CS6-10#TRMPBF,375000,1150,326.0869565217,3,12.6
LT6233IS6-10#TRMPBF,375000,1150,326.0869565217,3,12.6
LT6233CS6-10#TR,375000,1150,326.0869565217,3,12.6
LT6233CS6-10#TRPBF,375000,1150,326.0869565217,3,12.6
LT6233IS6-10#TRM,375000,1150,326.0869565217,3,12.6
LT6233IS6-10#TR,375000,1150,326.0869565217,3,12.6
LT6233IS6-10#TRPBF,375000,1150,326.0869565217,3,12.6
LT6233CS6-10#TRM,375000,1150,326.0869565217,3,12.6
THS4302RGTR,12000000,37000,324.3243243243,3,5
THS4302RGTRG4,12000000,37000,324.3243243243,3,5
THS4302RGTT,12000000,37000,324.3243243243,3,5
THS4302RGTTG4,12000000,37000,324.3243243243,3,5
MAX9625AKA+T,200000,1000,200,2,5.25
MAX9623AXK+T,200000,1000,200,2,5.25
MAX9625AXA+T,200000,1000,200,2,5.25
LTC6362IMS8#PBF,180000,1000,180,2.8,5.25
LTC6362HMS8#PBF,180000,1000,180,2.8,5.25
LTC6362HDD#PBF,180000,1000,180,2.8,5.25
LTC6362CDD#PBF,180000,1000,180,2.8,5.25
LTC6362CDD#TRPBF,180000,1000,180,2.8,5.25
LTC6362CMS8#TRPBF,180000,1000,180,2.8,5.25
LTC6362IDD#PBF,180000,1000,180,2.8,5.25
LTC6362IDD#TRPBF,180000,1000,180,2.8,5.25
LTC6362IMS8#TRPBF,180000,1000,180,2.8,5.25
LTC6362HDD#TRPBF,180000,1000,180,2.8,5.25
LTC6362HMS8#TRPBF,180000,1000,180,2.8,5.25
LTC6362CMS8#PBF,180000,1000,180,2.8,5.25
BUF602ID,1000000,5800,172.4137931034,2.8,12.6
BUF602IDBVT,1000000,5800,172.4137931034,2.8,12.6
BUF602IDBVR,1000000,5800,172.4137931034,2.8,12.6
BUF602IDR,1000000,5800,172.4137931034,2.8,12.6
BUF602IDBVRG4,1000000,5800,172.4137931034,2.8,12.6
BUF602IDRG4,1000000,5800,172.4137931034,2.8,12.6
BUF602IDBVTG4,1000000,5800,172.4137931034,2.8,12.6
BUF602IDG4,1000000,5800,172.4137931034,2.8,12.6
LTC6252HS6#TRMPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253CTS8#TRMPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253CMS8#PBF,720000,4250,169.4117647059,2.5,5.25
LTC6253HMS8#PBF,720000,4250,169.4117647059,2.5,5.25
LTC6254CMS#PBF,720000,4250,169.4117647059,2.5,5.25
LTC6252CS6#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6252CS6#TRMPBF,720000,4250,169.4117647059,2.5,5.25
LTC6252IS6#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6252IS6#TRMPBF,720000,4250,169.4117647059,2.5,5.25
LTC6252HS6#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253CMS8#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253CDC#TRMPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253CDC#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253CTS8#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253CMS#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253IMS8#PBF,720000,4250,169.4117647059,2.5,5.25
LTC6253IMS8#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253IDC#TRMPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253ITS8#TRMPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253IDC#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253ITS8#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253IMS#PBF,720000,4250,169.4117647059,2.5,5.25
LTC6253IMS#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253HTS8#TRMPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253HTS8#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253HMS8#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6254CMS#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6254IMS#PBF,720000,4250,169.4117647059,2.5,5.25
LTC6254IMS#TRPBF,720000,4250,169.4117647059,2.5,5.25
LTC6253CMS#PBF,720000,4250,169.4117647059,2.5,5.25
LTC6254HMS#PBF,720000,4250,169.4117647059,2.5,5.25
LTC6254HMS#TRPBF,720000,4250,169.4117647059,2.5,5.25
MCP6141T-E/OT,100,0.6,166.6666666667,1.4,6
MCP6142-E/MS,100,0.6,166.6666666667,1.4,6
MCP6144-E/ST,100,0.6,166.6666666667,1.4,6
MCP6143T-E/CH,100,0.6,166.6666666667,1.4,6
MCP6141-I/MS,100,0.6,166.6666666667,1.4,6
MCP6141-I/P,100,0.6,166.6666666667,1.4,6
MCP6141-I/SN,100,0.6,166.6666666667,1.4,6
MCP6141T-I/MS,100,0.6,166.6666666667,1.4,6
MCP6141T-I/SN,100,0.6,166.6666666667,1.4,6
MCP6141-E/MS,100,0.6,166.6666666667,1.4,6
MCP6141-E/P,100,0.6,166.6666666667,1.4,6
MCP6141-E/SN,100,0.6,166.6666666667,1.4,6
MCP6141T-E/MS,100,0.6,166.6666666667,1.4,6
MCP6141T-E/SN,100,0.6,166.6666666667,1.4,6
MCP6143-I/MS,100,0.6,166.6666666667,1.4,6
MCP6143-I/P,100,0.6,166.6666666667,1.4,6
MCP6143-I/SN,100,0.6,166.6666666667,1.4,6
MCP6143T-I/MS,100,0.6,166.6666666667,1.4,6
MCP6143T-I/SN,100,0.6,166.6666666667,1.4,6
MCP6143-E/MS,100,0.6,166.6666666667,1.4,6
MCP6143-E/P,100,0.6,166.6666666667,1.4,6
MCP6143-E/SN,100,0.6,166.6666666667,1.4,6
MCP6143T-E/MS,100,0.6,166.6666666667,1.4,6
MCP6143T-E/SN,100,0.6,166.6666666667,1.4,6
MCP6142-I/MS,100,0.6,166.6666666667,1.4,6
MCP6142-I/P,100,0.6,166.6666666667,1.4,6
MCP6142-I/SN,100,0.6,166.6666666667,1.4,6
MCP6142T-I/MS,100,0.6,166.6666666667,1.4,6
MCP6142T-I/SN,100,0.6,166.6666666667,1.4,6
MCP6142-E/P,100,0.6,166.6666666667,1.4,6
MCP6142T-E/MS,100,0.6,166.6666666667,1.4,6
MCP6142T-E/SN,100,0.6,166.6666666667,1.4,6
MCP6142-E/SN,100,0.6,166.6666666667,1.4,6
MCP6144-I/P,100,0.6,166.6666666667,1.4,6
MCP6144-I/ST,100,0.6,166.6666666667,1.4,6
MCP6144-I/SL,100,0.6,166.6666666667,1.4,6
MCP6144T-I/ST,100,0.6,166.6666666667,1.4,6
MCP6144T-I/SL,100,0.6,166.6666666667,1.4,6
MCP6144-E/SL,100,0.6,166.6666666667,1.4,6
MCP6144T-E/SL,100,0.6,166.6666666667,1.4,6
MCP6144T-E/ST,100,0.6,166.6666666667,1.4,6
MCP6144-E/P,100,0.6,166.6666666667,1.4,6
MAX409BCSA+,150,1,150,2.5,10
MAX417ESA+,150,1,150,2.5,10
MAX409BCSA,150,1,150,2.5,10
MAX409BCSA+T,150,1,150,2.5,10
MAX409BEPA,150,1,150,2.5,10
MAX409BESA,150,1,150,2.5,10
MAX409BESA+T,150,1,150,2.5,10
MAX417CPA,150,1,150,2.5,10
MAX417CSA,150,1,150,2.5,10
MAX417CSA+T,150,1,150,2.5,10
MAX417CSA+,150,1,150,2.5,10
MAX417EPA,150,1,150,2.5,10
MAX417ESA+T,150,1,150,2.5,10
MAX409BEPA+,150,1,150,2.5,10
MAX409ACPA,150,1,150,2.5,10
MAX409ACPA+,150,1,150,2.5,10
MAX409ACSA,150,1,150,2.5,10
MAX417CPA+,150,1,150,2.5,10
MAX409ACSA+T,150,1,150,2.5,10
MAX409ACSA+,150,1,150,2.5,10
MAX409AESA+T,150,1,150,2.5,10
MAX409AESA+,150,1,150,2.5,10
MAX417EPA+,150,1,150,2.5,10
MAX419CPD,150,1,150,2.5,10
MAX419CSD,150,1,150,2.5,10
MAX419ESD,150,1,150,2.5,10
MAX419EPD+,150,1,150,2.5,10
MAX419CSD+,150,1,150,2.5,10
MAX419CPD+,150,1,150,2.5,10
MAX419ESD+,150,1,150,2.5,10
MAX419CSD+T,150,1,150,2.5,10
MAX419ESD+T,150,1,150,2.5,10
LTC6246HS6#TRMPBF,180000,1250,144,2.5,5.25
LTC6247CMS8#PBF,180000,1250,144,2.5,5.25
LTC6247IMS8#PBF,180000,1250,144,2.5,5.25
LTC6248HMS#PBF,180000,1250,144,2.5,5.25
LTC6246CS6#TRMPBF,180000,1250,144,2.5,5.25
LTC6246CS6#TRPBF,180000,1250,144,2.5,5.25
LTC6246IS6#TRMPBF,180000,1250,144,2.5,5.25
LTC6246IS6#TRPBF,180000,1250,144,2.5,5.25
LTC6246HS6#TRPBF,180000,1250,144,2.5,5.25
LTC6247CMS8#TRPBF,180000,1250,144,2.5,5.25
LTC6247CKC#TRMPBF,180000,1250,144,2.5,5.25
LTC6247CTS8#TRMPBF,180000,1250,144,2.5,5.25
LTC6247CMS#PBF,180000,1250,144,2.5,5.25
LTC6247CKC#TRPBF,180000,1250,144,2.5,5.25
LTC6247CMS#TRPBF,180000,1250,144,2.5,5.25
LTC6247IMS8#TRPBF,180000,1250,144,2.5,5.25
LTC6247IKC#TRMPBF,180000,1250,144,2.5,5.25
LTC6247ITS8#TRMPBF,180000,1250,144,2.5,5.25
LTC6247IMS#PBF,180000,1250,144,2.5,5.25
LTC6247ITS8#TRPBF,180000,1250,144,2.5,5.25
LTC6247IMS#TRPBF,180000,1250,144,2.5,5.25
LTC6247CTS8#TRPBF,180000,1250,144,2.5,5.25
LTC6247HTS8#TRMPBF,180000,1250,144,2.5,5.25
LTC6247IKC#TRPBF,180000,1250,144,2.5,5.25
LTC6247HTS8#TRPBF,180000,1250,144,2.5,5.25
LTC6248CMS#PBF,180000,1250,144,2.5,5.25
LTC6248CMS#TRPBF,180000,1250,144,2.5,5.25
LTC6248IMS#PBF,180000,1250,144,2.5,5.25
LTC6248IMS#TRPBF,180000,1250,144,2.5,5.25
LTC6248HMS#TRPBF,180000,1250,144,2.5,5.25
LMP8358MA/NOPB,240000,1900,126.3157894737,2.7,5.5
LMP8358MT/NOPB,240000,1900,126.3157894737,2.7,5.5
LMP8358MAX/NOPB,240000,1900,126.3157894737,2.7,5.5
LMP8358MTX/NOPB,240000,1900,126.3157894737,2.7,5.5
OPA2835IRUNT,31000,250,124,2.5,5.5
OPA835IRUNT,31000,250,124,2.5,5.5
OPA2835IDGS,31000,250,124,2.5,5.5
OPA2835ID,31000,250,124,2.5,5.5
OPA835IDBVT,31000,250,124,2.5,5.5
OPA835IDBVR,31000,250,124,2.5,5.5
OPA835IRUNR,31000,250,124,2.5,5.5
OPA2835IDGSR,31000,250,124,2.5,5.5
OPA2835IDR,31000,250,124,2.5,5.5
OPA2835IRUNR,31000,250,124,2.5,5.5
MIC860YC5 TR,4000,33,121.2121212121,2.43,5.25
MIC860BC5 TR,4000,33,121.2121212121,2.43,5.25
OPA890IDBVT,130000,1100,118.1818181818,3,12
OPA890ID,130000,1100,118.1818181818,3,12
OPA890IDBVR,130000,1100,118.1818181818,3,12
OPA890IDBVRG4,130000,1100,118.1818181818,3,12
OPA890IDR,130000,1100,118.1818181818,3,12
OPA890IDRG4,130000,1100,118.1818181818,3,12
OPA890IDBVTG4,130000,1100,118.1818181818,3,12
OPA890IDG4,130000,1100,118.1818181818,3,12
OPA836IDBVT,118000,1000,118,2.5,5.5
OPA836IRUNT,118000,1000,118,2.5,5.5
OPA2836ID,118000,1000,118,2.5,5.5
OPA2836IRUNT,118000,1000,118,2.5,5.5
OPA836IDBVR,118000,1000,118,2.5,5.5
OPA836IRUNR,118000,1000,118,2.5,5.5
OPA2836IDR,118000,1000,118,2.5,5.5
OPA2836IRUNR,118000,1000,118,2.5,5.5
OPA2836IDGSR,118000,1000,118,2.5,5.5
OPA2836IDGS,118000,1000,118,2.5,5.5
THS4531IDGKR,27000,250,108,2.5,5.5
THS4531IDR,27000,250,108,2.5,5.5
THS4531IRUNT,27000,250,108,2.5,5.5
THS4531IDGK,27000,250,108,2.5,5.5
THS4531ID,27000,250,108,2.5,5.5
THS4531IRUNR,27000,250,108,2.5,5.5
MIC863YM8 TR,450,4.2,107.1428571429,2,5.25
MIC863BM8 TR,450,4.2,107.1428571429,2,5.25
MIC863YM8,450,4.2,107.1428571429,2,5.25
FHP3132IS5X,260000,2500,104,2.7,12
FHP3232IM8X,260000,2500,104,2.7,12
LMV651MF/NOPB,12000,116,103.4482758621,2.7,5.5
LMV651MG/NOPB,12000,116,103.4482758621,2.7,5.5
LMV651MFX/NOPB,12000,116,103.4482758621,2.7,5.5
LMV651MGX/NOPB,12000,116,103.4482758621,2.7,5.5
LMV652MM/NOPB,12000,118,101.6949152542,2.7,5.5
LMV652MMX/NOPB,12000,118,101.6949152542,2.7,5.5
LTC6255CS6#TRMPBF,6500,65,100,1.8,5.25
LTC6256CTS8#TRMPBF,6500,65,100,1.8,5.25
LTC6256CMS8#PBF,6500,65,100,1.8,5.25
LTC6257CMS#PBF,6500,65,100,1.8,5.25
LTC6255CS6#TRPBF,6500,65,100,1.8,5.25
LTC6255IS6#TRMPBF,6500,65,100,1.8,5.25
LTC6255IS6#TRPBF,6500,65,100,1.8,5.25
LTC6256CMS8#TRPBF,6500,65,100,1.8,5.25
LTC6255HS6#TRMPBF,6500,65,100,1.8,5.25
LTC6255HS6#TRPBF,6500,65,100,1.8,5.25
LTC6256CKC#TRMPBF,6500,65,100,1.8,5.25
LTC6256CKC#TRPBF,6500,65,100,1.8,5.25
LTC6256CTS8#TRPBF,6500,65,100,1.8,5.25
LTC6256IMS8#PBF,6500,65,100,1.8,5.25
LTC6256CMS#TRPBF,6500,65,100,1.8,5.25
LTC6256IMS8#TRPBF,6500,65,100,1.8,5.25
LTC6256ITS8#TRMPBF,6500,65,100,1.8,5.25
LTC6256IKC#TRMPBF,6500,65,100,1.8,5.25
LTC6256ITS8#TRPBF,6500,65,100,1.8,5.25
LTC6256IKC#TRPBF,6500,65,100,1.8,5.25
LTC6256IMS#PBF,6500,65,100,1.8,5.25
LTC6256HTS8#TRMPBF,6500,65,100,1.8,5.25
LTC6256IMS#TRPBF,6500,65,100,1.8,5.25
LTC6256HTS8#TRPBF,6500,65,100,1.8,5.25
LTC6257CMS#TRPBF,6500,65,100,1.8,5.25
LTC6257IMS#PBF,6500,65,100,1.8,5.25
LTC6257IMS#TRPBF,6500,65,100,1.8,5.25
LTC6257HMS#PBF,6500,65,100,1.8,5.25
LTC6256CMS#PBF,6500,65,100,1.8,5.25
LTC6257HMS#TRPBF,6500,65,100,1.8,5.25
LTC6256IKC#TRMPBF-ES,6500,65,100,1.8,5.25
LTC6256IKC#TRPBF-ES,6500,65,100,1.8,5.25
LMV654MT/NOPB,12000,122,98.3606557377,2.7,5.5
LMV654MTX/NOPB,12000,122,98.3606557377,2.7,5.5
MIC862YM8 TR,3000,31,96.7741935484,2,5.25
MIC862BM8 TR,3000,31,96.7741935484,2,5.25
MIC862YM8,3000,31,96.7741935484,2,5.25
MIC861YC5 TR,400,4.6,86.9565217391,2.43,5.25
MIC861BC5 TR,400,4.6,86.9565217391,2.43,5.25
THS4520RGTT,1200000,14200,84.5070422535,3,5.25
THS4520RGTR,1200000,14200,84.5070422535,3,5.25
THS4520RGTRG4,1200000,14200,84.5070422535,3,5.25
THS4520RGTTG4,1200000,14200,84.5070422535,3,5.25
THS4521IDGKT,95000,1140,83.3333333333,2.5,5.5
THS4521ID,95000,1140,83.3333333333,2.5,5.5
THS4524IDBTR,95000,1140,83.3333333333,2.5,5.5
THS4522IPW,95000,1140,83.3333333333,2.5,5.5
THS4524IDBT,95000,1140,83.3333333333,2.5,5.5
THS4521IDGKR,95000,1140,83.3333333333,2.5,5.5
THS4521IDR,95000,1140,83.3333333333,2.5,5.5
THS4522IPWR,95000,1140,83.3333333333,2.5,5.5
OPA2889ID,75000,920,81.5217391304,2.6,12
OPA2889IDGSR,75000,920,81.5217391304,2.6,12
OPA2889IDGSRG4,75000,920,81.5217391304,2.6,12
OPA2889IDR,75000,920,81.5217391304,2.6,12
OPA2889IDRG4,75000,920,81.5217391304,2.6,12
OPA2889IDGSTG4,75000,920,81.5217391304,2.6,12
OPA2889IDGST,75000,920,81.5217391304,2.6,12
OPA2889IDG4,75000,920,81.5217391304,2.6,12
LMV551MG/NOPB,3000,37,81.0810810811,2.7,5.5
LMV551MF/NOPB,3000,37,81.0810810811,2.7,5.5
LMV552MM/NOPB,3000,37,81.0810810811,2.7,5.5
LMV554MT/NOPB,3000,37,81.0810810811,2.7,5.5
LMV551MGX/NOPB,3000,37,81.0810810811,2.7,5.5
LMV551MFX/NOPB,3000,37,81.0810810811,2.7,5.5
LMV552MMX/NOPB,3000,37,81.0810810811,2.7,5.5
LMV554MTX/NOPB,3000,37,81.0810810811,2.7,5.5
LT6200CS8-10,1600000,20000,80,2.5,12.6
LT6200CS8-10#PBF,1600000,20000,80,2.5,12.6
LT6200CS8-10#TR,1600000,20000,80,2.5,12.6
LT6200CS8-10#TRPBF,1600000,20000,80,2.5,12.6
LT6200CS6-10#TR,1600000,20000,80,2.5,12.6
LT6200CS6-10#TRPBF,1600000,20000,80,2.5,12.6
LT6200CS6-10#TRM,1600000,20000,80,2.5,12.6
LT6200CS6-10#TRMPBF,1600000,20000,80,2.5,12.6
LT6200IS8-10,1600000,20000,80,2.5,12.6
LT6200IS8-10#PBF,1600000,20000,80,2.5,12.6
LT6200IS8-10#TR,1600000,20000,80,2.5,12.6
LT6200IS8-10#TRPBF,1600000,20000,80,2.5,12.6
LT6200IS6-10#TRM,1600000,20000,80,2.5,12.6
LT6200IS6-10#TR,1600000,20000,80,2.5,12.6
LT6200IS6-10#TRPBF,1600000,20000,80,2.5,12.6
LT6200IS6-10#TRMPBF,1600000,20000,80,2.5,12.6
THS4509RGTT,3000000,37700,79.575596817,3,5.25
THS4509QRGTRQ1,3000000,37700,79.575596817,3,5.25
THS4509RGTR,3000000,37700,79.575596817,3,5.25
THS4509RGTRG4,3000000,37700,79.575596817,3,5.25
THS4509RGTTG4,3000000,37700,79.575596817,3,5.25
LMP7717MF/NOPB,88000,1150,76.5217391304,1.8,5.5
LMV793MF/NOPB,88000,1150,76.5217391304,1.8,5.5
LMV793MA/NOPB,88000,1150,76.5217391304,1.8,5.5
LMP7717MAE/NOPB,88000,1150,76.5217391304,1.8,5.5
LMV793MAX/NOPB,88000,1150,76.5217391304,1.8,5.5
LMV793MFX/NOPB,88000,1150,76.5217391304,1.8,5.5
LMP7717MAX/NOPB,88000,1150,76.5217391304,1.8,5.5
LMP7717MFX/NOPB,88000,1150,76.5217391304,1.8,5.5
LMP7717MFE/NOPB,88000,1150,76.5217391304,1.8,5.5
SM73302MF/NOPB,88000,1150,76.5217391304,1.8,5.5
SM73302MFX/NOPB,88000,1150,76.5217391304,1.8,5.5
LMP7717MA/NOPB,88000,1150,76.5217391304,1.8,5.5
SM73302MFE/NOPB,88000,1150,76.5217391304,1.8,5.5
THS4513RGTT,2800000,37700,74.2705570292,3,5.5
THS4513RGTR,2800000,37700,74.2705570292,3,5.5
THS4513RGTRG4,2800000,37700,74.2705570292,3,5.5
THS4513RGTTG4,2800000,37700,74.2705570292,3,5.5
OPA349SA/3K,70,1,70,1.8,5.5
OPA2349EA/250,70,1,70,1.8,5.5
OPA2349UA,70,1,70,1.8,5.5
OPA349UA,70,1,70,1.8,5.5
OPA349SA/250,70,1,70,1.8,5.5
OPA349NA/3K,70,1,70,1.8,5.5
OPA349NA/3KG4,70,1,70,1.8,5.5
OPA349SA/3KG4,70,1,70,1.8,5.5
OPA349UA/2K5,70,1,70,1.8,5.5
OPA349UA/2K5G4,70,1,70,1.8,5.5
OPA2349EA/3K,70,1,70,1.8,5.5
OPA2349UA/2K5,70,1,70,1.8,5.5
OPA2349UA/2K5G4,70,1,70,1.8,5.5
OPA349NA/250G4,70,1,70,1.8,5.5
OPA349NA/250,70,1,70,1.8,5.5
OPA349SA/250G4,70,1,70,1.8,5.5
OPA349UAG4,70,1,70,1.8,5.5
OPA2349UAG4,70,1,70,1.8,5.5
LMP7718MM/NOPB,88000,1300,67.6923076923,1.8,5.5
LMP7718MA/NOPB,88000,1300,67.6923076923,1.8,5.5
LMV794MM/NOPB,88000,1300,67.6923076923,1.8,5.5
LMV794MAX/NOPB,88000,1300,67.6923076923,1.8,5.5
LMV794MMX/NOPB,88000,1300,67.6923076923,1.8,5.5
LMP7718MAX/NOPB,88000,1300,67.6923076923,1.8,5.5
LMP7718MMX/NOPB,88000,1300,67.6923076923,1.8,5.5
LMP7718MAE/NOPB,88000,1300,67.6923076923,1.8,5.5
LMP7718MME/NOPB,88000,1300,67.6923076923,1.8,5.5
LMV794MA/NOPB,88000,1300,67.6923076923,1.8,5.5
MAX44280AXT+T,50000,750,66.6666666667,1.8,5.5
ISL55291IUZ,800000,12000,66.6666666667,3,5
ISL55291IUZ-T13,800000,12000,66.6666666667,3,5
ISL55191IBZ,800000,12000,66.6666666667,3,5
ISL55191IBZ-T13,800000,12000,66.6666666667,3,5
LT6230CS6#TRMPBF,215000,3300,65.1515151515,3,12.6
LT6231CS8#PBF,215000,3300,65.1515151515,3,12.6
LT6231CDD#PBF,215000,3300,65.1515151515,3,12.6
LT6231IS8#PBF,215000,3300,65.1515151515,3,12.6
LT6231IDD#PBF,215000,3300,65.1515151515,3,12.6
LT6232CGN#PBF,215000,3300,65.1515151515,3,12.6
LT6230CS6#TR,215000,3300,65.1515151515,3,12.6
LT6230CS6#TRM,215000,3300,65.1515151515,3,12.6
LT6230CS6#TRPBF,215000,3300,65.1515151515,3,12.6
LT6230IS6#TRM,215000,3300,65.1515151515,3,12.6
LT6230IS6#TRMPBF,215000,3300,65.1515151515,3,12.6
LT6230IS6#TR,215000,3300,65.1515151515,3,12.6
LT6230IS6#TRPBF,215000,3300,65.1515151515,3,12.6
LT6231CS8#TR,215000,3300,65.1515151515,3,12.6
LT6231CS8#TRPBF,215000,3300,65.1515151515,3,12.6
LT6231CDD,215000,3300,65.1515151515,3,12.6
LT6231CDD#TR,215000,3300,65.1515151515,3,12.6
LT6231CDD#TRPBF,215000,3300,65.1515151515,3,12.6
LT6231IS8,215000,3300,65.1515151515,3,12.6
LT6231IS8#TR,215000,3300,65.1515151515,3,12.6
LT6231IS8#TRPBF,215000,3300,65.1515151515,3,12.6
LT6231IDD,215000,3300,65.1515151515,3,12.6
LT6231IDD#TR,215000,3300,65.1515151515,3,12.6
LT6231IDD#TRPBF,215000,3300,65.1515151515,3,12.6
LT6232CGN,215000,3300,65.1515151515,3,12.6
LT6232CGN#TR,215000,3300,65.1515151515,3,12.6
LT6232CGN#TRPBF,215000,3300,65.1515151515,3,12.6
LT6232IGN#PBF,215000,3300,65.1515151515,3,12.6
LT6232IGN,215000,3300,65.1515151515,3,12.6
LT6232IGN#TR,215000,3300,65.1515151515,3,12.6
LT6232IGN#TRPBF,215000,3300,65.1515151515,3,12.6
LMV641MGE/NOPB,10000,158,63.2911392405,2.7,12
LMV641MA/NOPB,10000,158,63.2911392405,2.7,12
LMV641MG/NOPB,10000,158,63.2911392405,2.7,12
LMV641MAE/NOPB,10000,158,63.2911392405,2.7,12
LMV641MAX/NOPB,10000,158,63.2911392405,2.7,12
LMV641MG/NOPB,10000,158,63.2911392405,2.7,12
LMV641MGX/NOPB,10000,158,63.2911392405,2.7,12
LMV641MAE/NOPB,10000,158,63.2911392405,2.7,12
LT6220CS5#TRMPBF,60000,1000,60,2.2,12.6
LT6221CS8#PBF,60000,1000,60,2.2,12.6
LT6221CDD#PBF,60000,1000,60,2.2,12.6
LT6222CGN#PBF,60000,1000,60,2.2,12.6
LT6220CS8#PBF,60000,1000,60,2.2,12.6
LT6221IS8#PBF,60000,1000,60,2.2,12.6
LT6221IDD#PBF,60000,1000,60,2.2,12.6
LT6220CS8,60000,1000,60,2.2,12.6
LT6220CS8#TR,60000,1000,60,2.2,12.6
LT6220CS8#TRPBF,60000,1000,60,2.2,12.6
LT6220CS5#TRM,60000,1000,60,2.2,12.6
LT6220CS5#TR,60000,1000,60,2.2,12.6
LT6220CS5#TRPBF,60000,1000,60,2.2,12.6
LT6220IS8,60000,1000,60,2.2,12.6
LT6220IS8#PBF,60000,1000,60,2.2,12.6
LT6220IS8#TR,60000,1000,60,2.2,12.6
LT6220IS8#TRPBF,60000,1000,60,2.2,12.6
LT6220IS5#TR,60000,1000,60,2.2,12.6
LT6220IS5#TRPBF,60000,1000,60,2.2,12.6
LT6220IS5#TRM,60000,1000,60,2.2,12.6
LT6220IS5#TRMPBF,60000,1000,60,2.2,12.6
LT6221CS8,60000,1000,60,2.2,12.6
LT6221CS8#TR,60000,1000,60,2.2,12.6
LT6221CS8#TRPBF,60000,1000,60,2.2,12.6
LT6221CDD,60000,1000,60,2.2,12.6
LT6221CDD#TR,60000,1000,60,2.2,12.6
LT6221CDD#TRPBF,60000,1000,60,2.2,12.6
LT6221IS8,60000,1000,60,2.2,12.6
LT6221IS8#TR,60000,1000,60,2.2,12.6
LT6221IS8#TRPBF,60000,1000,60,2.2,12.6
LT6221IDD,60000,1000,60,2.2,12.6
LT6221IDD#TR,60000,1000,60,2.2,12.6
LT6221IDD#TRPBF,60000,1000,60,2.2,12.6
LT6222CGN,60000,1000,60,2.2,12.6
LT6222CGN#TR,60000,1000,60,2.2,12.6
LT6222CGN#TRPBF,60000,1000,60,2.2,12.6
LT6222IGN,60000,1000,60,2.2,12.6
LT6222IGN#PBF,60000,1000,60,2.2,12.6
LT6222IGN#TR,60000,1000,60,2.2,12.6
LT6222IGN#TRPBF,60000,1000,60,2.2,12.6
OPA2890ID,120000,2250,53.3333333333,3,12
OPA2890IDGST,120000,2250,53.3333333333,3,12
MAX4464EUK+T,40,0.75,53.3333333333,1.8,5.5
MAX4464EXK+T,40,0.75,53.3333333333,1.8,5.5
MAX4474EUA+,40,0.75,53.3333333333,1.8,5.5
MAX4474ESA+,40,0.75,53.3333333333,1.8,5.5
OPA2890IDGSR,120000,2250,53.3333333333,3,12
OPA2890IDGSRG4,120000,2250,53.3333333333,3,12
OPA2890IDR,120000,2250,53.3333333333,3,12
OPA2890IDRG4,120000,2250,53.3333333333,3,12
OPA2890IDGSTG4,120000,2250,53.3333333333,3,12
OPA2890IDG4,120000,2250,53.3333333333,3,12
MAX4474EUA+T,40,0.75,53.3333333333,1.8,5.5
MAX4474ESA+T,40,0.75,53.3333333333,1.8,5.5
MAX4474EKA+T,40,0.75,53.3333333333,1.8,5.5
MAX4255EUK+T,22000,420,52.380952381,2.4,5.5
MAX4257ESA+,22000,420,52.380952381,2.4,5.5
